Sentence #	Word	Lemma	Pos	Tag
	se	sebe	Px--sa	O
	nadamo	nadati	Vmr1p	O
	skorom	skori	Agpmsdy	O
	aranžmanu	aranžman	Ncmsd	O
	sa	sa	Si	O
	MMF	MMF	Npmsn	B-org
	,	,	Z	O
	koji	koji	Pi-msn	O
	će	hteti	Var3s	O
	tu	taj	Pd-fsa	O
	pozitivnu	pozitivan	Agpfsay	O
	atmosferu	atmosfera	Ncfsa	O
	proširiti	proširiti	Vmn	O
	na	na	Sa	O
	međunarodna	međunarodni	Agpnpay	O
	tržišta	tržište	Ncnpa	O
	,	,	Z	O
	"	"	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Sesli	Sesli	Npmsn	B-per
	.	.	Z	O
Sentence: 3652	"	"	Z	O
	Posle	posle	Rgp	O
	14	14	Mdc	O
	meseci	mesec	Ncmpg	O
	dugih	dug	Agpmpgy	O
	razgovora	razgovor	Ncmpg	O
	između	između	Sg	O
	vlade	vlada	Ncfsg	O
	i	i	Cc	O
	MMF	MMF	Npmsn	B-org
	,	,	Z	O
	sada	sada	Rgp	O
	je	biti	Var3s	O
	potrebno	potreban	Agpnsny	O
	ove	ovaj	Pd-mpa	O
	pregovore	pregovor	Ncmpa	O
	uspešno	uspešno	Rgp	O
	okončati	okončati	Vmn	O
	što	što	Pi3n-n	O
	pre	pre	Rgp	O
	.	.	Z	O
	"	"	Z	O
Sentence: 3653	Bosna	Bosna	Npfsn	B-loc
	i	i	Cc	I-loc
	Hercegovina	Hercegovina	Npfsn	I-loc
	uvodi	uvoditi	Vmr3s	O
	PDV	PDV	Npmsn	O
Sentence: 3654	Novi	nov	Agpmsny	O
	porez	porez	Ncmsn	O
	na	na	Sa	O
	dodatu	dodati	Appfsay	O
	vrednost	vrednost	Ncfsa	O
	(	(	Z	O
	PDV	PDV	Npmsn	O
	)	)	Z	O
	u	u	Sl	O
	Bosni	Bosna	Npfsl	B-loc
	i	i	Cc	I-loc
	Hercegovini	Hercegovina	Npfsl	I-loc
	koji	koji	Pi-msn	O
	stupa	stupati	Vmr3s	O
	na	na	Sa	O
	snagu	snaga	Ncfsa	O
	u	u	Sl	O
	januaru	januar	Ncmsl	O
	doneće	doneti	Vmf3s	O
	,	,	Z	O
	kako	kako	Rgp	O
	se	sebe	Px--sa	O
	očekuje	očekivati	Vmr3s	O
	,	,	Z	O
	oko	oko	Rgp	O
	75	75	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	u	u	Sa	O
	državnu	državni	Agpfsay	O
	kasu	kasa	Ncfsa	O
	.	.	Z	O
Sentence: 3655	Potrošači	potrošač	Ncmpn	O
	se	sebe	Px--sa	O
	u	u	Sl	O
	međuvremenu	međuvreme	Ncnsl	O
	pripremaju	pripremati	Vmr3p	O
	za	za	Sa	O
	uticaj	uticaj	Ncmsan	O
	mogućeg	moguć	Agpnsgy	O
	povećanja	povećanje	Ncnsg	O
	cena	cena	Ncfpg	O
	.	.	Z	O
Sentence: 3656	Počevši	početi	Rr	O
	od	od	Sg	O
	1.	1.	Mdo	O
	januara	januar	Ncmsg	O
	na	na	Sa	O
	robu	roba	Ncfsa	O
	će	hteti	Var3s	O
	se	sebe	Px--sa	O
	plaćati	plaćati	Vmn	O
	PDV	PDV	Npmsn	O
	.	.	Z	O
Sentence: 3657	Od	od	Sg	O
	1.	1.	Mdo	O
	januara	januar	Ncmsg	O
	2006.	2006.	Mdo	O
	godine	godina	Ncfsg	O
	Bosna	Bosna	Npfsn	B-loc
	i	i	Cc	I-loc
	Hercegovina	Hercegovina	Npfsn	I-loc
	(	(	Z	O
	BiH	BiH	Npmsn	B-loc
	)	)	Z	O
	će	hteti	Var3s	O
	uvesti	uvesti	Vmn	O
	porez	porez	Ncmsan	O
	na	na	Sa	O
	dodatu	dodati	Appfsay	O
	vrednost	vrednost	Ncfsa	O
	(	(	Z	O
	PDV	PDV	Npmsn	O
	)	)	Z	O
	sa	sa	Si	O
	jedinstvenom	jedinstven	Agpfsiy	O
	stopom	stopa	Ncfsi	O
	od	od	Sg	O
	17	17	Mdc	O
	odsto	odsto	Rgp	O
	.	.	Z	O
Sentence: 3658	Kao	kao	Cs	O
	rezultat	rezultat	Ncmsn	O
	toga	taj	Pd-nsg	O
	BiH	BiH	Npmsn	B-loc
	više	mnogo	Rgc	O
	neće	hteti	Var3s	O
	biti	biti	Van	O
	jedina	jedini	Agpfsny	O
	zemlja	zemlja	Ncfsn	O
	u	u	Sl	O
	Evropi	Evropa	Npfsl	B-loc
	koja	koji	Pi-fsn	O
	nema	nemati	Vmr3s	O
	takvu	takav	Pd-fsa	O
	vrstu	vrsta	Ncfsa	O
	poreza	porez	Ncmsg	O
	.	.	Z	O
Sentence: 3659	Očekuje	očekivati	Vmr3s	O
	se	sebe	Px--sa	O
	da	da	Cs	O
	će	hteti	Var3s	O
	uvođenje	uvođenje	Ncnsn	O
	poreza	porez	Ncmsg	O
	doneti	doneti	Vmn	O
	državnom	državni	Agpmsdy	O
	budžetu	budžet	Ncmsd	O
	dodatnih	dodatan	Agpmpgy	O
	75	75	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	i	i	Cc	O
	smanjiti	smanjiti	Vmn	O
	ilegalnu	ilegalan	Agpfsay	O
	trgovinu	trgovina	Ncfsa	O
	.	.	Z	O
Sentence: 3660	Do	do	Sg	O
	uvođenja	uvođenje	Ncnsg	O
	poreza	porez	Ncmsg	O
	dolazi	dolaziti	Vmr3s	O
	posle	posle	Sg	O
	energične	energičan	Agpfsgy	O
	javne	javan	Agpfsgy	O
	debate	debata	Ncfsg	O
	tokom	tokom	Sg	O
	koje	koji	Pi-fsg	O
	su	biti	Var3p	O
	opozicione	opozicioni	Agpfpny	O
	stranke	stranka	Ncfpn	O
	i	i	Cc	O
	radnički	radnički	Agpmpny	O
	sindikati	sindikat	Ncmpn	O
	osporavali	osporavati	Vmp-pm	O
	ideju	ideja	Ncfsa	O
	o	o	Sl	O
	jedinstvenoj	jedinstven	Agpfsly	O
	poreskoj	poreski	Agpfsly	O
	stopi	stopa	Ncfsl	O
	.	.	Z	O
Sentence: 3661	Neki	neki	Pi-mpn	O
	su	biti	Var3p	O
	tvrdili	tvrditi	Vmp-pm	O
	da	da	Cs	O
	bi	biti	Vaa3p	O
	određene	određen	Agpfpny	O
	osnovne	osnovan	Agpfpny	O
	životne	životan	Agpfpny	O
	namirnice	namirnica	Ncfpn	O
	--	--	Z	O
	kao	kao	Cs	O
	što	što	Cs	O
	su	biti	Var3p	O
	hleb	hleb	Ncmsn	O
	,	,	Z	O
	mleko	mleko	Ncnsn	O
	,	,	Z	O
	lekovi	lek	Ncmpn	O
	i	i	Cc	O
	knjige	knjiga	Ncfpn	O
	--	--	Z	O
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	budu	biti	Var3p	O
	oslobođene	osloboditi	Appfpny	O
	poreza	porez	Ncmsg	O
	.	.	Z	O
Sentence: 3662	Sindikat	sindikat	Ncmsn	B-org
	poslodavaca	poslodavac	Ncmpg	I-org
	Republike	republika	Ncfsg	I-org
	Srpske	srpski	Agpfsgy	I-org
	(	(	Z	O
	RS	RS	Npmsn	B-loc
	)	)	Z	O
	vodio	voditi	Vmp-sm	O
	je	biti	Var3s	O
	kampanju	kampanja	Ncfsa	O
	za	za	Sa	O
	uvođenje	uvođenje	Ncnsa	O
	dve	dva	Mlcfpa	O
	stope	stopa	Ncfsg	O
	PDV-a	PDV	Npmsg	O
	,	,	Z	O
	u	u	Sl	O
	skladu	sklad	Ncmsl	O
	sa	sa	Si	O
	praksom	praksa	Ncfsi	O
	koja	koji	Pi-fsn	O
	postoji	postojati	Vmr3s	O
	u	u	Sl	O
	mnogim	mnogi	Agpfply	O
	evropskim	evropski	Agpfply	O
	zemljama	zemlja	Ncfpl	O
	.	.	Z	O
Sentence: 3663	Vlada	vlada	Ncfsn	O
	i	i	Cc	O
	predstavnici	predstavnik	Ncmpn	O
	međunarodne	međunarodni	Agpfsgy	O
	zajednice	zajednica	Ncfsg	O
	su	biti	Var3p	O
	međutim	međutim	Rgp	O
	uvereni	uveriti	Appmpny	O
	da	da	Cs	O
	će	hteti	Var3s	O
	jedinstvena	jedinstven	Agpfsny	O
	poreska	poreski	Agpfsny	O
	stopa	stopa	Ncfsn	O
	sprečiti	sprečiti	Vmn	O
	zloupotrebu	zloupotreba	Ncfsa	O
	PDV-a	PDV	Npmsg	O
	.	.	Z	O
Sentence: 3664	Bosanci	Bosanac	Npmpn	B-per
	se	sebe	Px--sa	O
	pripremaju	pripremati	Vmr3p	O
	za	za	Sa	O
	uticaj	uticaj	Ncmsan	O
	izmene	izmena	Ncfsg	O
	,	,	Z	O
	za	za	Sa	O
	koju	koji	Pi-fsa	O
	mnogi	mnogi	Agpmpny	O
	ekonomski	ekonomski	Agpmpny	O
	eksperti	ekspert	Ncmpn	O
	očekuju	očekivati	Vmr3p	O
	da	da	Cs	O
	će	hteti	Var3s	O
	izazvati	izazvati	Vmn	O
	povećanje	povećanje	Ncnsa	O
	cena	cena	Ncfpg	O
	do	do	Sg	O
	20	20	Mdc	O
	procenata	procent	Ncmpg	O
	.	.	Z	O
Sentence: 3665	Glavni	glavni	Agpmsny	O
	udarac	udarac	Ncmsn	O
	ovih	ovaj	Pd-npg	O
	povećanja	povećanje	Ncnpg	O
	najviše	mnogo	Rgs	O
	će	hteti	Var3p	O
	osetiti	osetiti	Vmn	O
	siromašni	siromašan	Agpmpny	O
	i	i	Cc	O
	oni	onaj	Pd-mpn	O
	u	u	Sl	O
	nepovoljnom	nepovoljan	Agpmsly	O
	položaju	položaj	Ncmsl	O
	,	,	Z	O
	a	a	Cc	O
	visoki	visok	Agpmsny	O
	predstavnik	predstavnik	Ncmsn	O
	Pedi	Pedi	Npmsn	B-per
	Ešdaun	Ešdaun	Npmsn	I-per
	poziva	pozivati	Vmr3s	O
	vlasti	vlast	Ncfpa	O
	da	da	Cs	O
	preduzmu	preduzeti	Vmr3p	O
	korake	korak	Ncmpa	O
	za	za	Sa	O
	ublažavanje	ublažavanje	Ncnsa	O
	tog	taj	Pd-msg	O
	efekta	efekt	Ncmsg	O
	.	.	Z	O
Sentence: 3666	"	"	Z	O
	PDV	PDV	Npmsn	O
	će	hteti	Var3s	O
	stvoriti	stvoriti	Vmn	O
	haos	haos	Ncmsan	O
	u	u	Sa	O
	prvih	prvi	Mlompg	O
	nekoliko	nekoliko	Rgp	O
	meseci	mesec	Ncmpg	O
	,	,	Z	O
	kao	kao	Cs	O
	i	i	Cc	O
	u	u	Sl	O
	drugim	drugi	Mlofpl	O
	zemljama	zemlja	Ncfpl	O
	sveta	svet	Ncmsg	O
	,	,	Z	O
	i	i	Cc	O
	zato	zato	Rgp	O
	bi	biti	Vaa3s	O
	bilo	biti	Vap-sn	O
	dobro	dobro	Rgp	O
	da	da	Cs	O
	vlada	vlada	Ncfsn	O
	pripremi	pripremiti	Vmr3s	O
	neke	neki	Pi-mpa	O
	mehanizme	mehanizam	Ncmpa	O
	kako	kako	Cs	O
	bi	biti	Vaa3s	O
	zaštitila	zaštititi	Vmp-sf	O
	siromašne	siromašan	Agpmpay	O
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Ešdaun	Ešdaun	Npmsn	B-per
	.	.	Z	O
Sentence: 3667	Vlasti	vlast	Ncfpn	O
	u	u	Sl	O
	dva	dva	Mlc	O
	entiteta	entitet	Ncmsg	O
	BiH	BiH	Npmsn	B-loc
	predvidele	predvideti	Vmp-pf	O
	su	biti	Var3p	O
	da	da	Cs	O
	će	hteti	Var3s	O
	za	za	Sa	O
	smanjenje	smanjenje	Ncnsa	O
	uticaja	uticaj	Ncmsg	O
	PDV-a	PDV	Npmsg	O
	biti	biti	Van	O
	utrošeno	utrošiti	Appnsny	O
	oko	oko	Rgp	O
	25	25	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	,	,	Z	O
	ali	ali	Cc	O
	lideri	lider	Ncmpn	O
	sindikata	sindikat	Ncmpg	O
	misle	misliti	Vmr3p	O
	da	da	Cs	O
	to	taj	Pd-nsn	O
	nije	biti	Var3s	O
	dovoljno	dovoljno	Rgp	O
	.	.	Z	O
Sentence: 3668	"	"	Z	O
	Ako	ako	Cs	O
	zaista	zaista	Rgp	O
	žele	želeti	Vmr3p	O
	da	da	Cs	O
	pomognu	pomoći	Vmr3p	O
	ljudima	čovek	Ncmpd	O
	da	da	Cs	O
	prežive	preživeti	Vmr3p	O
	PDV	PDV	Npmsn	O
	bilo	biti	Vap-sn	O
	bi	biti	Vaa3s	O
	bolje	dobro	Rgc	O
	da	da	Cs	O
	poslanici	poslanik	Ncmpn	O
	i	i	Cc	O
	ministri	ministar	Ncmpn	O
	smanje	smanjiti	Vmr3p	O
	svoje	svoj	Px-mpa	O
	lične	ličan	Agpmpay	O
	dohotke	dohodak	Ncmpa	O
	i	i	Cc	O
	dodatne	dodatan	Agpfpay	O
	plate	plata	Ncfpa	O
	"	"	Z	O
	,	,	Z	O
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	predsednik	predsednik	Ncmsn	O
	Konfederacije	konfederacija	Ncfsg	B-org
	sindikata	sindikat	Ncmpg	I-org
	RS	RS	Npmsn	I-org
	Obrad	Obrad	Npmsn	B-per
	Belenzada	Belenzada	Npmsn	I-per
	.	.	Z	O
Sentence: 3669	Veće	veće	Ncnsn	B-org
	ministara	ministar	Ncmpg	I-org
	BiH	BiH	Npmsn	I-org
	predložilo	predložiti	Vmp-sn	O
	je	biti	Var3s	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	novine	novine	Ncfpn	O
	i	i	Cc	O
	knjige	knjiga	Ncfpn	O
	oslobode	osloboditi	Vmr3p	O
	ekstra	ekstra	Agpmsgy	O
	poreza	porez	Ncmsg	O
	,	,	Z	O
	zbog	zbog	Sg	O
	upozorenja	upozorenje	Ncnsg	O
	izdavača	izdavač	Ncmpg	O
	da	da	Cs	O
	neće	hteti	Var3s	O
	moći	moći	Vmn	O
	da	da	Cs	O
	ostanu	ostati	Vmr3p	O
	u	u	Sl	O
	poslu	posao	Ncmsl	O
	zbog	zbog	Sg	O
	dodatnog	dodatan	Agpnsgy	O
	smanjenja	smanjenje	Ncnsg	O
	ionako	ionako	Rgp	O
	male	mali	Agpfsgy	O
	prodaje	prodaja	Ncfsg	O
	.	.	Z	O
Sentence: 3670	Međutim	međutim	Rgp	O
	,	,	Z	O
	Evropska	evropski	Agpfsny	B-org
	komisija	komisija	Ncfsn	I-org
	je	biti	Var3s	O
	zauzela	zauzeti	Vmp-sf	O
	neodređen	neodređen	Agpmsann	O
	stav	stav	Ncmsan	O
	u	u	Sl	O
	pogledu	pogled	Ncmsl	O
	takvog	takav	Pd-nsg	O
	izuzeća	izuzeće	Ncnsg	O
	,	,	Z	O
	insistirajući	insistirati	Rr	O
	da	da	Cs	O
	ne	ne	Qz	O
	treba	trebati	Vmr3s	O
	menjati	menjati	Vmn	O
	ništa	ništa	Pi3n-a	O
	u	u	Sl	O
	konceptu	koncept	Ncmsl	O
	PDV-a	PDV	Npmsg	O
	.	.	Z	O
Sentence: 3671	U	u	Sl	O
	međuvremenu	međuvreme	Ncnsl	O
	,	,	Z	O
	centralna	centralan	Agpfsny	O
	vlada	vlada	Ncfsn	O
	savetovala	savetovati	Vmp-sf	O
	je	biti	Var3s	O
	entitetske	entitetski	Agpfpay	O
	administracije	administracija	Ncfpa	O
	da	da	Cs	O
	formiraju	formirati	Vmr3p	O
	timove	tim	Ncmpa	O
	čiji	čiji	Pi-msn	O
	će	hteti	Var3s	O
	zadatak	zadatak	Ncmsn	O
	biti	biti	Van	O
	kontrola	kontrola	Ncfsn	O
	cena	cena	Ncfpg	O
	nakon	nakon	Sg	O
	uvođenja	uvođenje	Ncnsg	O
	PDV-a	PDV	Npmsg	O
	i	i	Cc	O
	sprečavanje	sprečavanje	Ncnsn	O
	kompanija	kompanija	Ncfpg	O
	da	da	Cs	O
	ostvaruju	ostvarivati	Vmr3p	O
	nezakonit	nezakonit	Agpmsann	O
	profit	profit	Ncmsan	O
	.	.	Z	O
Sentence: 3672	Za	za	Sa	O
	sada	sada	Rgp	O
	je	biti	Var3s	O
	takav	takav	Pd-msn	O
	tim	tim	Ncmsn	O
	formiran	formirati	Appmsnn	O
	u	u	Sl	O
	Federaciji	federacija	Ncfsl	B-loc
	BiH	BiH	Npmsn	I-loc
	.	.	Z	O
Sentence: 3673	U	u	Sl	O
	RS	RS	Npmsn	B-loc
	,	,	Z	O
	međutim	međutim	Rgp	O
	,	,	Z	O
	ministarstvo	ministarstvo	Ncnsn	O
	trgovine	trgovina	Ncfsg	O
	tvrdi	tvrditi	Vmr3s	O
	da	da	Cs	O
	još	još	Rgp	O
	uvek	uvek	Rgp	O
	nije	biti	Var3s	O
	dobilo	dobiti	Vmp-sn	O
	nikakvo	nikakav	Pi-nsa	O
	zvanično	zvaničan	Agpnsay	O
	obaveštenje	obaveštenje	Ncnsa	O
	iz	iz	Sg	O
	Sarajeva	Sarajevo	Npnsg	B-loc
	i	i	Cc	O
	da	da	Cs	O
	je	biti	Var3s	O
	o	o	Sl	O
	toj	taj	Pd-fsl	O
	ideji	ideja	Ncfsl	O
	čulo	čuti	Vmp-sn	O
	preko	preko	Sg	O
	medija	medij	Ncmpg	O
	.	.	Z	O
Sentence: 3674	Bugarska	bugarski	Agpfsny	B-org
	vojska	vojska	Ncfsn	I-org
	pomaže	pomagati	Vmr3s	O
	u	u	Sl	O
	raščišćavanju	raščišćavanje	Ncnsl	O
	štete	šteta	Ncfsg	O
	izazvane	izazvan	Agpfsgy	O
	poplavama	poplava	Ncfpi	O
Sentence: 3675	Bugarska	bugarski	Agpfsny	B-org
	vojska	vojska	Ncfsn	I-org
	pridružila	pridružiti	Vmp-sf	O
	se	sebe	Px--sa	O
	naporima	napor	Ncmpd	O
	za	za	Sa	O
	oporavak	oporavak	Ncmsan	O
	zemlje	zemlja	Ncfsg	O
	posle	posle	Sg	O
	razarajućih	razarajući	Agpfpgy	O
	poplava	poplava	Ncfpg	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	pogodile	pogoditi	Vmp-pf	O
	Bugarsku	Bugarska	Npfsa	B-loc
	poslednjih	poslednji	Agpfpgy	O
	nedelja	nedelja	Ncfpg	O
	i	i	Cc	O
	meseci	mesec	Ncmpg	O
	.	.	Z	O
Sentence: 3676	U	u	Sl	O
	poplavama	poplava	Ncfpl	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	u	u	Sa	O
	poslednja	poslednji	Agpmsgy	O
	dva	dva	Mlc	O
	meseca	mesec	Ncmsg	O
	pogodile	pogoditi	Vmp-pf	O
	Bugarsku	Bugarska	Npfsa	B-loc
	poginule	poginuti	Vmp-pf	O
	su	biti	Var3p	O
	najmanje	malo	Rgs	O
	24	24	Mdc	O
	osobe	osoba	Ncfsg	O
	,	,	Z	O
	dok	dok	Cs	O
	je	biti	Var3s	O
	stotine	stotina	Ncfpn	O
	grla	grlo	Ncnpg	O
	stoke	stoka	Ncfsg	O
	uginulo	uginuti	Vmp-sn	O
	,	,	Z	O
	a	a	Cc	O
	14.000	14.000	Mdc	O
	ljudi	čovek	Ncmpg	O
	ostalo	ostati	Vmp-sn	O
	bez	bez	Sg	O
	krova	krov	Ncmsg	O
	nad	nad	Si	O
	glavom	glava	Ncfsi	O
	,	,	Z	O
	saopštili	saopštiti	Vmp-pm	O
	su	biti	Var3p	O
	zvaničnici	zvaničnik	Ncmpn	O
	civilne	civilan	Agpfsgy	O
	odbrane	odbrana	Ncfsg	O
	.	.	Z	O
Sentence: 3677	Bugarska	bugarski	Npfsn	B-org
	vojska	vojska	Ncfsn	I-org
	pridružila	pridružiti	Vmp-sf	O
	se	sebe	Px--sa	O
	u	u	Sa	O
	ponedeljak	ponedeljak	Ncmsan	O
	(	(	Z	O
	22.	22.	Mdo	O
	avgusta	avgust	Ncmsg	O
	)	)	Z	O
	naporima	napor	Ncmpd	O
	za	za	Sa	O
	obnovu	obnova	Ncfsa	O
	kuća	kuća	Ncfpg	O
	i	i	Cc	O
	infrastrukture	infrastruktura	Ncfsg	O
	oštećenih	oštećen	Agpmpgy	O
	u	u	Sl	O
	poplavama	poplava	Ncfpl	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	ovog	ovaj	Pd-nsg	O
	leta	leto	Ncnsg	O
	razorile	razoriti	Vmp-pf	O
	neka	neki	Pi-npa	O
	područja	područje	Ncnpa	O
	.	.	Z	O
Sentence: 3678	Formirano	formirati	Appnsny	O
	je	biti	Var3s	O
	više	mnogo	Rgc	O
	od	od	Sg	O
	20	20	Mdc	O
	grupa	grupa	Ncfpg	O
	vojnog	vojni	Agpnsgy	O
	osoblja	osoblje	Ncnsg	O
	,	,	Z	O
	obučenog	obučen	Agpnsgy	O
	za	za	Sa	O
	pružanje	pružanje	Ncnsa	O
	pomoći	pomoć	Ncfsg	O
	stanovništvu	stanovništvo	Ncnsd	O
	u	u	Sl	O
	pogođenim	pogođen	Agpfply	O
	oblastima	oblast	Ncfpl	O
	,	,	Z	O
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	u	u	Sa	O
	petak	petak	Ncmsan	O
	načelnik	načelnik	Ncmsn	O
	generalštaba	generalštab	Ncmsg	O
	general	general	Ncmsn	O
	Nikola	Nikola	Npmsn	B-per
	Kolev	Kolev	Npmsn	I-per
	saopštavajući	saopštavati	Rr	O
	plan	plan	Ncmsan	O
	obnove	obnova	Ncfsg	O
	koji	koji	Pi-msn	O
	je	biti	Var3s	O
	urađen	uraditi	Appmsnn	O
	prošle	prošli	Agpfsgy	O
	nedelje	nedelja	Ncfsg	O
	.	.	Z	O
Sentence: 3679	U	u	Sl	O
	operaciji	operacija	Ncfsl	O
	,	,	Z	O
	koja	koji	Pi-fsn	O
	će	hteti	Var3s	O
	trajati	trajati	Vmn	O
	do	do	Sg	O
	31.	31.	Mdo	O
	oktobra	oktobar	Ncmsg	O
	,	,	Z	O
	učestvuje	učestvovati	Vmr3s	O
	ukupno	ukupno	Rgp	O
	900	900	Mdc	O
	vojnika	vojnik	Ncmpg	O
	opremljenih	opremljen	Agpmpgy	O
	sa	sa	Sg	O
	150	150	Mdc	O
	specijalizovanih	specijalizovan	Agpnpgy	O
	transportnih	transportni	Agpnpgy	O
	vozila	vozilo	Ncnpg	O
	.	.	Z	O
Sentence: 3680	Ako	ako	Cs	O
	to	taj	Pd-nsa	O
	dozvole	dozvoliti	Vmr3p	O
	vremenski	vremenski	Agpmpny	O
	uslovi	uslov	Ncmpn	O
	,	,	Z	O
	radovi	rad	Ncmpn	O
	će	hteti	Var3s	O
	se	sebe	Px--sa	O
	nastaviti	nastaviti	Vmn	O
	i	i	Cc	O
	posle	posle	Sg	O
	tog	taj	Pd-msg	O
	datuma	datum	Ncmsg	O
	,	,	Z	O
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	u	u	Sa	O
	ponedeljak	ponedeljak	Ncmsan	O
	novi	nov	Agpmsny	O
	ministar	ministar	Ncmsn	O
	odbrane	odbrana	Ncfsg	O
	Veselin	Veselin	Npmsn	B-per
	Bliznakov	Bliznakov	Npmsn	I-per
	.	.	Z	O
Sentence: 3681	Prema	prema	Sl	O
	planu	plan	Ncmsl	O
	,	,	Z	O
	vojska	vojska	Ncfsn	O
	će	hteti	Var3s	O
	pomoći	pomoći	Vmn	O
	u	u	Sl	O
	obnovi	obnova	Ncfsl	O
	oko	oko	Rgp	O
	69	69	Mdc	O
	kilometara	kilometar	Ncmpg	O
	nasipa	nasip	Ncmsg	O
	,	,	Z	O
	čišćenju	čišćenje	Ncnsl	O
	58	58	Mdc	O
	kilometara	kilometar	Ncmpg	O
	rečnih	rečni	Agpnpgy	O
	korita	korito	Ncnpg	O
	i	i	Cc	O
	raščišćavanju	raščišćavanje	Ncnsl	O
	više	mnogo	Rgc	O
	od	od	Sg	O
	8	8	Mdc	O
	kilometara	kilometar	Ncmpg	O
	puteva	put	Ncmpg	O
	.	.	Z	O
Sentence: 3682	Vojska	vojska	Ncfsn	O
	će	hteti	Var3s	O
	takođe	takođe	Rgp	O
	izgraditi	izgraditi	Vmn	O
	oko	oko	Rgc	O
	30	30	Mdc	O
	privremenih	privremen	Agpfpgy	O
	kuća	kuća	Ncfpg	O
	i	i	Cc	O
	više	mnogo	Rgc	O
	od	od	Sg	O
	450	450	Mdc	O
	metara	metar	Ncmpg	O
	mostova	most	Ncmpg	O
	.	.	Z	O
Sentence: 3683	Vojska	vojska	Ncfsn	O
	je	biti	Var3s	O
	takođe	takođe	Rgp	O
	spremna	spreman	Agpfsny	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	pridruži	pridružiti	Vmr3s	O
	naporima	napor	Ncmpd	O
	za	za	Sa	O
	obnovu	obnova	Ncfsa	O
	oštećenih	oštećen	Agpfpgy	O
	železničkih	železnički	Agpfpgy	O
	pruga	pruga	Ncfpg	O
	,	,	Z	O
	navodi	navoditi	Vmr3s	O
	se	sebe	Px--sa	O
	u	u	Sl	O
	izveštajima	izveštaj	Ncmpl	O
	lokalnih	lokalan	Agpmpgy	O
	medija	medij	Ncmpg	O
	.	.	Z	O
Sentence: 3684	Bliznakov	Bliznakov	Npmsn	B-per
	je	biti	Var3s	O
	u	u	Sa	O
	ponedeljak	ponedeljak	Ncmsan	O
	objasnio	objasniti	Vmp-sm	O
	da	da	Cs	O
	će	hteti	Var3p	O
	napori	napor	Ncmpn	O
	vojske	vojska	Ncfsg	O
	koštati	koštati	Vmn	O
	skoro	skoro	Rgp	O
	3,3	3,3	Mdc	O
	miliona	milion	Ncmsg	O
	evra	evro	Ncmpg	O
	.	.	Z	O
Sentence: 3685	Vojska	vojska	Ncfsn	O
	je	biti	Var3s	O
	otkazala	otkazati	Vmp-sf	O
	nekoliko	nekoliko	Rgp	O
	vežbi	vežba	Ncfpg	O
	da	da	Cs	O
	bi	biti	Vaa3s	O
	za	za	Sa	O
	potrebe	potreba	Ncfpa	O
	podrške	podrška	Ncfsg	O
	operaciji	operacija	Ncfsd	O
	oslobodila	osloboditi	Vmp-sf	O
	sredstva	sredstvo	Ncnpa	O
	u	u	Sl	O
	iznosu	iznos	Ncmsl	O
	od	od	Sg	O
	oko	oko	Rgp	O
	350.000	350.000	Mdc	O
	evra	evro	Ncmpg	O
	.	.	Z	O
Sentence: 3686	Poplave	poplava	Ncfpn	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	poslednjih	poslednji	Agpmpgy	O
	meseci	mesec	Ncmpg	O
	pogodile	pogoditi	Vmp-pf	O
	zemlju	zemlja	Ncfsa	O
	,	,	Z	O
	a	a	Cc	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	uzrokovane	uzrokovati	Appfpny	O
	najgorim	zao	Agsfpiy	O
	kišnim	kišan	Agpfpiy	O
	olujama	oluja	Ncfpi	O
	u	u	Sa	O
	poslednjih	poslednji	Agpfpgy	O
	bar	bar	Rgp	O
	50	50	Mdc	O
	godina	godina	Ncfpg	O
	,	,	Z	O
	zahvatile	zahvatiti	Vmp-pf	O
	su	biti	Var3p	O
	više	mnogo	Rgc	O
	od	od	Sg	O
	četvrtine	četvrtina	Ncfsg	O
	od	od	Sg	O
	ukupno	ukupno	Rgp	O
	7,5	7,5	Mdc	O
	miliona	milion	Ncmpg	O
	građana	građanin	Ncmpg	O
	Bugarske	Bugarska	Npfsg	B-loc
	.	.	Z	O
Sentence: 3687	Prema	prema	Sl	O
	neposrednoj	neposredan	Agpfsly	O
	zdravstvenoj	zdravstven	Agpfsly	O
